"Condition" "Batch" "Effect" "Strain" "Nuclear" "Mito" "Replicate" "WORMLENGTH" "n" "PHENO" "Status"
"Zinc" 4122024 -0.605337297695702 "QG5033" "ECA2602" "ECA1493" 7 631.189550190578 6 631.794887488274 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5033" "ECA2602" "ECA1493" 8 508.445521230154 7 509.05085852785 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5067" "ECA1229" "ECA1493" 3 701.09095572103 19 701.696293018726 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5067" "ECA1229" "ECA1493" 4 581.51132424192 16 582.116661539616 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5067" "ECA1229" "ECA1493" 5 652.501276625016 23 653.106613922712 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5067" "ECA1229" "ECA1493" 6 620.069648464806 24 620.674985762502 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5067" "ECA1229" "ECA1493" 7 645.388928147053 21 645.994265444749 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5067" "ECA1229" "ECA1493" 8 626.022861120718 25 626.628198418414 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5056" "ECA1298" "ECA2367" 5 658.666568353098 25 659.271905650794 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5056" "ECA1298" "ECA2367" 6 675.226143097734 15 675.83148039543 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5057" "ECA1298" "ECA1493" 1 613.313792883003 22 613.919130180699 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5057" "ECA1298" "ECA1493" 2 651.192713718121 20 651.798051015817 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5057" "ECA1298" "ECA1493" 3 618.759193699039 14 619.364530996735 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5057" "ECA1298" "ECA1493" 4 638.659900222056 18 639.265237519752 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5057" "ECA1298" "ECA1493" 5 691.89444077912 19 692.499778076816 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5052" "ECA1298" "ECA2602" 1 622.779646928371 19 623.384984226067 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5052" "ECA1298" "ECA2602" 2 639.09736094627 10 639.702698243966 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5052" "ECA1298" "ECA2602" 3 596.214368232906 7 596.819705530602 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5052" "ECA1298" "ECA2602" 4 650.271980712589 14 650.877318010285 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5052" "ECA1298" "ECA2602" 5 564.466482778393 15 565.071820076089 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5052" "ECA1298" "ECA2602" 6 650.943066463947 9 651.548403761643 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5053" "ECA1298" "ECA2546" 1 656.427121449594 22 657.03245874729 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5053" "ECA1298" "ECA2546" 2 687.310820301352 24 687.916157599048 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5053" "ECA1298" "ECA2546" 3 719.79522039726 26 720.400557694956 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5053" "ECA1298" "ECA2546" 4 679.516019573169 24 680.121356870865 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5053" "ECA1298" "ECA2546" 5 684.216982721933 23 684.822320019629 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5053" "ECA1298" "ECA2546" 6 644.590952686687 16 645.196289984383 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5053" "ECA1298" "ECA2546" 7 615.214081313894 21 615.81941861159 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5053" "ECA1298" "ECA2546" 8 707.486875676054 12 708.09221297375 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5054" "ECA1298" "ECA1298" 1 624.533207700759 35 625.138544998455 "Matched"
"Zinc" 4122024 -0.605337297695702 "QG5054" "ECA1298" "ECA1298" 2 625.865985869316 34 626.471323167012 "Matched"
"Zinc" 4122024 -0.605337297695702 "QG5054" "ECA1298" "ECA1298" 3 613.479923302483 12 614.085260600179 "Matched"
"Zinc" 4122024 -0.605337297695702 "QG5054" "ECA1298" "ECA1298" 4 604.125902342035 25 604.731239639731 "Matched"
"Zinc" 4122024 -0.605337297695702 "QG5054" "ECA1298" "ECA1298" 5 641.275263452066 7 641.880600749762 "Matched"
"Zinc" 4122024 -0.605337297695702 "QG5054" "ECA1298" "ECA1298" 6 624.87081339197 12 625.476150689666 "Matched"
"Zinc" 4122024 -0.605337297695702 "QG5054" "ECA1298" "ECA1298" 7 635.858243711773 7 636.463581009469 "Matched"
"Zinc" 4122024 -0.605337297695702 "QG5055" "ECA1298" "ECA1229" 1 703.935885654586 35 704.541222952282 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5055" "ECA1298" "ECA1229" 2 631.231439939201 26 631.836777236897 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5055" "ECA1298" "ECA1229" 3 621.128011704546 24 621.733349002242 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5055" "ECA1298" "ECA1229" 4 679.181194527809 19 679.786531825505 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5055" "ECA1298" "ECA1229" 5 710.9627156956 15 711.568052993296 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5055" "ECA1298" "ECA1229" 6 604.980854213109 10 605.586191510805 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5055" "ECA1298" "ECA1229" 7 619.242934116453 16 619.848271414149 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5055" "ECA1298" "ECA1229" 8 641.385600779652 12 641.990938077348 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5056" "ECA1298" "ECA2367" 1 658.203792520273 30 658.809129817969 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5056" "ECA1298" "ECA2367" 2 638.963906397415 25 639.569243695111 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5056" "ECA1298" "ECA2367" 3 659.260073572171 29 659.865410869867 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5056" "ECA1298" "ECA2367" 4 626.51460198342 20 627.119939281116 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5044" "ECA2546" "ECA2367" 2 639.817646958041 7 640.422984255737 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5044" "ECA2546" "ECA2367" 3 473.339860519413 7 473.945197817109 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5044" "ECA2546" "ECA2367" 4 560.477474306402 17 561.082811604098 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5044" "ECA2546" "ECA2367" 5 588.716317994754 17 589.32165529245 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5044" "ECA2546" "ECA2367" 6 530.414303792264 16 531.01964108996 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5044" "ECA2546" "ECA2367" 7 608.127907829299 20 608.733245126995 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5044" "ECA2546" "ECA2367" 8 526.900209630874 15 527.50554692857 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5057" "ECA1298" "ECA1493" 6 677.492778655015 18 678.098115952711 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5057" "ECA1298" "ECA1493" 7 664.889285474625 15 665.494622772321 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5040" "ECA2546" "ECA2602" 1 638.729830345474 29 639.33516764317 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5040" "ECA2546" "ECA2602" 2 651.082622493443 20 651.687959791139 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5040" "ECA2546" "ECA2602" 3 653.811716826676 22 654.417054124372 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5040" "ECA2546" "ECA2602" 4 638.565365635503 32 639.170702933199 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5040" "ECA2546" "ECA2602" 5 638.651933578933 55 639.257270876629 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5040" "ECA2546" "ECA2602" 6 669.575047305499 49 670.180384603195 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5040" "ECA2546" "ECA2602" 7 566.718941898813 42 567.324279196509 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5041" "ECA2546" "ECA2546" 1 642.068909600663 26 642.674246898359 "Matched"
"Zinc" 4122024 -0.605337297695702 "QG5041" "ECA2546" "ECA2546" 2 600.756732736048 24 601.362070033744 "Matched"
"Zinc" 4122024 -0.605337297695702 "QG5041" "ECA2546" "ECA2546" 3 598.96383445005 27 599.569171747746 "Matched"
"Zinc" 4122024 -0.605337297695702 "QG5041" "ECA2546" "ECA2546" 4 645.491768353098 27 646.097105650794 "Matched"
"Zinc" 4122024 -0.605337297695702 "QG5041" "ECA2546" "ECA2546" 5 599.586513140661 36 600.191850438357 "Matched"
"Zinc" 4122024 -0.605337297695702 "QG5041" "ECA2546" "ECA2546" 6 622.674802199533 20 623.280139497229 "Matched"
"Zinc" 4122024 -0.605337297695702 "QG5041" "ECA2546" "ECA2546" 7 624.955642395696 21 625.560979693392 "Matched"
"Zinc" 4122024 -0.605337297695702 "QG5042" "ECA2546" "ECA1298" 1 653.693131339215 25 654.298468636911 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5042" "ECA2546" "ECA1298" 2 585.736154524514 16 586.34149182221 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5042" "ECA2546" "ECA1298" 3 674.809226502301 22 675.414563799997 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5042" "ECA2546" "ECA1298" 4 679.104334714396 15 679.709672012092 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5042" "ECA2546" "ECA1298" 5 600.187548543355 20 600.792885841051 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5042" "ECA2546" "ECA1298" 6 669.253192701859 26 669.858529999555 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5042" "ECA2546" "ECA1298" 7 643.787420918635 7 644.392758216331 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5042" "ECA2546" "ECA1298" 8 634.488569683136 6 635.093906980832 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5043" "ECA2546" "ECA1229" 1 566.570964753551 38 567.176302051247 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5043" "ECA2546" "ECA1229" 2 632.461703505727 23 633.067040803423 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5043" "ECA2546" "ECA1229" 3 648.672742090128 14 649.278079387824 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5043" "ECA2546" "ECA1229" 4 633.486979228585 18 634.092316526281 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5043" "ECA2546" "ECA1229" 5 620.975482590031 18 621.580819887727 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5043" "ECA2546" "ECA1229" 6 567.492865309025 23 568.098202606721 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5043" "ECA2546" "ECA1229" 7 553.209136872007 12 553.814474169703 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5043" "ECA2546" "ECA1229" 8 570.178857175646 6 570.784194473342 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5044" "ECA2546" "ECA2367" 1 469.384093464848 7 469.989430762544 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5072" "ECA1493" "ECA2602" 4 576.365608034627 38 576.970945332323 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5072" "ECA1493" "ECA2602" 5 602.627624521133 35 603.232961818829 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5072" "ECA1493" "ECA2602" 6 607.188662256181 43 607.793999553877 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5072" "ECA1493" "ECA2602" 7 631.075087439739 44 631.680424737435 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5072" "ECA1493" "ECA2602" 8 597.809992730618 33 598.415330028314 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5073" "ECA1493" "ECA2546" 1 607.759654566109 11 608.364991863805 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5073" "ECA1493" "ECA2546" 2 667.217704692935 12 667.823041990631 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5045" "ECA2546" "ECA1493" 1 617.466768837215 22 618.072106134911 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5045" "ECA2546" "ECA1493" 2 565.072790412005 19 565.678127709701 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5045" "ECA2546" "ECA1493" 3 612.942401106535 14 613.547738404231 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5045" "ECA2546" "ECA1493" 4 567.747021911596 28 568.352359209292 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5045" "ECA2546" "ECA1493" 5 564.005250358343 27 564.610587656039 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5045" "ECA2546" "ECA1493" 6 596.30250415938 38 596.907841457076 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5045" "ECA2546" "ECA1493" 7 603.537387239863 12 604.142724537559 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5064" "ECA1229" "ECA2602" 5 572.310998464806 22 572.916335762502 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5064" "ECA1229" "ECA2602" 6 634.805599991229 39 635.410937288925 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5064" "ECA1229" "ECA2602" 7 586.978390702928 40 587.583728000624 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5064" "ECA1229" "ECA2602" 8 506.619654413724 41 507.22499171142 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5065" "ECA1229" "ECA2546" 1 547.575691922657 28 548.181029220353 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5065" "ECA1229" "ECA2546" 2 551.629635989508 33 552.234973287204 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5065" "ECA1229" "ECA2546" 3 640.51368758393 20 641.119024881626 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5065" "ECA1229" "ECA2546" 4 549.631671911596 36 550.237009209292 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5065" "ECA1229" "ECA2546" 5 618.637800511397 50 619.243137809093 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5065" "ECA1229" "ECA2546" 6 629.582495201616 51 630.187832499312 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5065" "ECA1229" "ECA2546" 7 634.244126603709 49 634.849463901405 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5065" "ECA1229" "ECA2546" 8 605.792830345474 33 606.39816764317 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5066" "ECA1229" "ECA1298" 1 682.631491409293 28 683.236828706989 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5066" "ECA1229" "ECA1298" 2 658.720228761091 25 659.325566058787 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5066" "ECA1229" "ECA1298" 3 723.803540802965 26 724.408878100661 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5066" "ECA1229" "ECA1298" 4 646.487610605181 15 647.092947902877 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5066" "ECA1229" "ECA1298" 5 708.191848049305 20 708.797185347001 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5066" "ECA1229" "ECA1298" 6 667.314096893528 26 667.919434191224 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5066" "ECA1229" "ECA1298" 7 618.405392819822 6 619.010730117518 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5067" "ECA1229" "ECA1493" 1 617.733466070324 24 618.33880336802 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5067" "ECA1229" "ECA1493" 2 669.097555176186 15 669.702892473882 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5077" "ECA1493" "ECA1493" 2 616.275743731231 21 616.881081028927 "Matched"
"Zinc" 4122024 -0.605337297695702 "QG5077" "ECA1493" "ECA1493" 3 609.976410023926 20 610.581747321622 "Matched"
"Zinc" 4122024 -0.605337297695702 "QG5072" "ECA1493" "ECA2602" 1 538.665890125467 20 539.271227423163 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5072" "ECA1493" "ECA2602" 2 602.136954413724 27 602.74229171142 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5072" "ECA1493" "ECA2602" 3 631.262058136318 28 631.867395434014 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5077" "ECA1493" "ECA1493" 7 561.545014360064 9 562.15035165776 "Matched"
"Zinc" 4122024 -0.605337297695702 "QG5077" "ECA1493" "ECA1493" 8 496.36377140881 6 496.969108706506 "Matched"
"Zinc" 4122024 -0.605337297695702 "QG5074" "ECA1493" "ECA1298" 4 579.94880188038 27 580.554139178076 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5074" "ECA1493" "ECA1298" 5 581.744896381405 20 582.350233679101 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5074" "ECA1493" "ECA1298" 6 584.819378454398 9 585.424715752094 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5073" "ECA1493" "ECA2546" 5 587.610491587408 6 588.215828885104 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5076" "ECA1493" "ECA2367" 6 636.942800882756 34 637.548138180452 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5073" "ECA1493" "ECA2546" 3 599.037505793587 16 599.642843091283 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5073" "ECA1493" "ECA2546" 4 626.616692762811 11 627.222030060507 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5074" "ECA1493" "ECA1298" 2 596.119416635196 22 596.724753932892 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5057" "ECA1298" "ECA1493" 8 627.120724405946 14 627.726061703642 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5073" "ECA1493" "ECA2546" 7 535.469651513264 7 536.07498881096 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5074" "ECA1493" "ECA1298" 1 610.719379673475 34 611.324716971171 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5077" "ECA1493" "ECA1493" 1 443.257307967837 16 443.862645265533 "Matched"
"Zinc" 4122024 -0.605337297695702 "QG5074" "ECA1493" "ECA1298" 3 624.084116305676 23 624.689453603372 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5064" "ECA1229" "ECA2602" 4 590.633568121486 27 591.238905419182 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5076" "ECA1493" "ECA2367" 7 590.429289830158 39 591.034627127854 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5077" "ECA1493" "ECA1493" 5 580.891855741512 14 581.497193039208 "Matched"
"Zinc" 4122024 -0.605337297695702 "QG5077" "ECA1493" "ECA1493" 6 580.300514517198 22 580.905851814894 "Matched"
"Zinc" 4122024 -0.605337297695702 "QG5064" "ECA1229" "ECA2602" 3 541.48260190861 29 542.087939206306 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5077" "ECA1493" "ECA1493" 4 591.823356609896 16 592.428693907592 "Matched"
"Zinc" 4122024 -0.605337297695702 "QG5064" "ECA1229" "ECA2602" 1 574.017586204239 31 574.622923501935 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5064" "ECA1229" "ECA2602" 2 536.965182569548 37 537.570519867244 "Mismatched"
"Zinc" 4122024 -0.605337297695702 "QG5073" "ECA1493" "ECA2546" 6 594.769393007753 14 595.374730305449 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5034" "ECA2602" "ECA2602" 12 686.858979008015 33 669.079953374719 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5034" "ECA2602" "ECA2602" 11 614.284375461323 31 596.505349828027 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5036" "ECA2602" "ECA1298" 1 640.10902698336 73 622.330001350064 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5034" "ECA2602" "ECA2602" 13 678.946797147229 43 661.167771513933 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5034" "ECA2602" "ECA2602" 10 614.458192750077 39 596.679167116781 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5037" "ECA2602" "ECA1229" 4 643.419004443936 34 625.63997881064 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5036" "ECA2602" "ECA1298" 5 626.500353250032 37 608.721327616736 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5036" "ECA2602" "ECA1298" 6 589.660622647807 30 571.881597014511 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5034" "ECA2602" "ECA2602" 9 625.866274584278 19 608.087248950982 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5036" "ECA2602" "ECA1298" 3 606.812091356581 56 589.033065723285 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5037" "ECA2602" "ECA1229" 5 640.984391026044 21 623.205365392748 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5037" "ECA2602" "ECA1229" 6 673.996699967711 25 656.217674334415 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5036" "ECA2602" "ECA1298" 2 654.675821867597 62 636.896796234301 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5036" "ECA2602" "ECA1298" 7 670.533869516791 23 652.754843883495 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5036" "ECA2602" "ECA1298" 4 649.196818988519 39 631.417793355223 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5034" "ECA2602" "ECA2602" 1 607.076895349022 18 589.297869715726 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5034" "ECA2602" "ECA2602" 2 583.638634854046 11 565.85960922075 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5037" "ECA2602" "ECA1229" 3 638.118682028666 30 620.33965639537 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5051" "ECA2546" "ECA1493" 1 667.634734507413 36 649.855708874117 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5051" "ECA2546" "ECA1493" 2 660.458854566109 35 642.679828932813 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5037" "ECA2602" "ECA1229" 2 657.991615114814 50 640.212589481518 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5051" "ECA2546" "ECA1493" 4 666.395947878574 35 648.616922245278 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5051" "ECA2546" "ECA1493" 5 654.054110515028 34 636.275084881732 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5051" "ECA2546" "ECA1493" 6 639.875352120451 27 622.096326487155 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5051" "ECA2546" "ECA1493" 3 665.350925828439 29 647.571900195143 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5034" "ECA2602" "ECA2602" 15 633.260889136892 37 615.481863503596 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5035" "ECA2602" "ECA2546" 1 584.111113722507 22 566.332088089211 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5036" "ECA2602" "ECA1298" 8 577.700294887175 40 559.921269253879 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5034" "ECA2602" "ECA2602" 14 632.427925360788 31 614.648899727492 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5034" "ECA2602" "ECA2602" 7 595.29872565279 17 577.519700019494 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5034" "ECA2602" "ECA2602" 8 609.468124798268 16 591.689099164972 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5035" "ECA2602" "ECA2546" 6 612.083153860108 17 594.304128226812 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5035" "ECA2602" "ECA2546" 7 583.52435560961 19 565.745329976314 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5035" "ECA2602" "ECA2546" 8 577.83898144682 9 560.059955813524 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5059" "ECA1298" "ECA2546" 1 605.531381968897 19 587.752356335601 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5059" "ECA1298" "ECA2546" 2 682.378652676957 21 664.599627043661 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5059" "ECA1298" "ECA2546" 3 668.134161123674 26 650.355135490378 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5059" "ECA1298" "ECA2546" 4 626.45725333061 16 608.678227697314 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5059" "ECA1298" "ECA2546" 5 639.463595201617 17 621.684569568321 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5059" "ECA1298" "ECA2546" 6 660.154648695633 20 642.375623062337 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5059" "ECA1298" "ECA2546" 7 581.138237754506 9 563.35921212121 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5037" "ECA2602" "ECA1229" 1 673.858711921258 53 656.079686287962 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5060" "ECA1298" "ECA1298" 2 650.211721949402 51 632.432696316106 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5060" "ECA1298" "ECA1298" 3 675.182518105842 43 657.403492472546 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5060" "ECA1298" "ECA1298" 4 672.418238299351 53 654.639212666055 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5060" "ECA1298" "ECA1298" 5 647.319780741596 31 629.5407551083 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5060" "ECA1298" "ECA1298" 6 637.250067639349 36 619.471042006053 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5061" "ECA1298" "ECA1229" 1 642.557219177857 58 624.778193544561 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5037" "ECA2602" "ECA1229" 7 639.284161369322 18 621.505135736026 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5037" "ECA2602" "ECA1229" 8 633.966238694696 26 616.1872130614 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5038" "ECA2602" "ECA2367" 1 587.685282052511 30 569.906256419215 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5038" "ECA2602" "ECA2367" 2 582.536200607683 35 564.757174974387 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5038" "ECA2602" "ECA2367" 3 598.766734863788 52 580.987709230492 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5034" "ECA2602" "ECA2602" 3 617.209822198134 22 599.430796564838 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5060" "ECA1298" "ECA1298" 1 698.241492795004 51 680.462467161708 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5034" "ECA2602" "ECA2602" 5 652.483822514823 20 634.704796881527 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5034" "ECA2602" "ECA2602" 6 652.326385899528 18 634.547360266232 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5049" "ECA2546" "ECA1229" 7 624.778365265025 42 606.999339631729 "Mismatched"
