"Condition" "Batch" "Effect" "Strain" "Nuclear" "Mito" "Replicate" "WORMLENGTH" "n" "PHENO" "Status"
"Zinc" 4262024 17.7790256332959 "QG5062" "ECA1298" "ECA2367" 5 655.201708992943 42 637.422683359647 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5062" "ECA1298" "ECA2367" 6 694.873752984103 70 677.094727350807 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5063" "ECA1298" "ECA1493" 1 621.855857346377 11 604.076831713081 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5063" "ECA1298" "ECA1493" 2 629.63615560961 21 611.857129976314 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5063" "ECA1298" "ECA1493" 3 656.361459586548 34 638.582433953252 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5063" "ECA1298" "ECA1493" 4 653.306342439695 20 635.527316806399 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5063" "ECA1298" "ECA1493" 5 630.823870401385 17 613.044844768089 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5063" "ECA1298" "ECA1493" 6 645.945019029483 9 628.165993396187 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5063" "ECA1298" "ECA1493" 7 647.514772722367 20 629.735747089071 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5034" "ECA2602" "ECA2602" 4 642.723016831061 17 624.943991197765 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5035" "ECA2602" "ECA2546" 3 617.652514933138 37 599.873489299842 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5035" "ECA2602" "ECA2546" 4 591.975184664029 22 574.196159030733 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5035" "ECA2602" "ECA2546" 5 596.002810184491 21 578.223784551195 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5046" "ECA2546" "ECA2602" 1 692.549400368073 62 674.770374734777 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5046" "ECA2546" "ECA2602" 2 685.746792148772 65 667.967766515476 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5046" "ECA2546" "ECA2602" 3 696.627980018783 43 678.848954385487 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5046" "ECA2546" "ECA2602" 4 671.854867659831 27 654.075842026535 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5046" "ECA2546" "ECA2602" 5 659.702250377802 31 641.923224744506 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5046" "ECA2546" "ECA2602" 6 679.501329412763 32 661.722303779467 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5047" "ECA2546" "ECA2546" 1 741.358614447967 62 723.579588814671 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5047" "ECA2546" "ECA2546" 2 707.436862140994 58 689.657836507698 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5047" "ECA2546" "ECA2546" 3 683.823270089865 63 666.044244456569 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5047" "ECA2546" "ECA2546" 4 676.546111106603 66 658.767085473307 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5047" "ECA2546" "ECA2546" 5 687.36454544854 59 669.585519815244 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5047" "ECA2546" "ECA2546" 6 688.422908688281 62 670.643883054985 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5047" "ECA2546" "ECA2546" 7 730.427980502245 50 712.648954868949 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5048" "ECA2546" "ECA1298" 1 634.497084467472 25 616.718058834176 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5048" "ECA2546" "ECA1298" 2 631.031271895827 52 613.252246262531 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5048" "ECA2546" "ECA1298" 3 617.343999409382 41 599.564973776086 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5048" "ECA2546" "ECA1298" 4 639.05812220252 17 621.279096569224 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5048" "ECA2546" "ECA1298" 5 592.359717934985 35 574.580692301689 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5048" "ECA2546" "ECA1298" 6 619.831594094384 19 602.052568461088 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5048" "ECA2546" "ECA1298" 7 611.541062510028 19 593.762036876732 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5048" "ECA2546" "ECA1298" 8 605.705653337342 26 587.926627704046 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5049" "ECA2546" "ECA1229" 1 611.331400007324 36 593.552374374028 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5049" "ECA2546" "ECA1229" 2 626.862730472588 38 609.083704839292 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5049" "ECA2546" "ECA1229" 3 633.445558263225 38 615.666532629929 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5049" "ECA2546" "ECA1229" 4 623.72814443327 35 605.949118799974 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5049" "ECA2546" "ECA1229" 5 631.714118014213 55 613.935092380917 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5049" "ECA2546" "ECA1229" 6 622.328518798656 62 604.54949316536 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5068" "ECA1229" "ECA2602" 1 655.723281370628 28 637.944255737332 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5068" "ECA1229" "ECA2602" 2 675.591099730517 52 657.812074097221 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5068" "ECA1229" "ECA2602" 3 664.519882168317 33 646.740856535021 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5068" "ECA1229" "ECA2602" 4 666.421273923643 35 648.642248290347 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5068" "ECA1229" "ECA2602" 5 672.896753743879 37 655.117728110583 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5068" "ECA1229" "ECA2602" 6 661.392938763798 21 643.613913130502 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5068" "ECA1229" "ECA2602" 7 628.688161708942 25 610.909136075646 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5069" "ECA1229" "ECA2546" 1 714.43889160789 39 696.659865974594 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5069" "ECA1229" "ECA2546" 2 733.017884363376 32 715.23885873008 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5035" "ECA2602" "ECA2546" 2 638.158843129926 29 620.37981749663 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5069" "ECA1229" "ECA2546" 4 683.745694651963 31 665.966669018667 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5069" "ECA1229" "ECA2546" 5 733.866922114521 33 716.087896481225 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5069" "ECA1229" "ECA2546" 6 725.436711459604 37 707.657685826308 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5069" "ECA1229" "ECA2546" 7 719.839276075363 43 702.060250442067 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5069" "ECA1229" "ECA2546" 8 719.739571835404 35 701.960546202108 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5069" "ECA1229" "ECA2546" 9 702.015145583817 34 684.236119950521 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5069" "ECA1229" "ECA2546" 10 672.560231781743 41 654.781206148447 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5069" "ECA1229" "ECA2546" 11 778.613233558452 60 760.834207925156 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5069" "ECA1229" "ECA2546" 12 689.65183334174 56 671.872807708444 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5069" "ECA1229" "ECA2546" 13 704.320154833553 54 686.541129200257 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5069" "ECA1229" "ECA2546" 14 762.424683411892 53 744.645657778596 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5069" "ECA1229" "ECA2546" 15 763.642353621534 58 745.863327988238 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5070" "ECA1229" "ECA1298" 1 681.376533398319 31 663.597507765023 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5070" "ECA1229" "ECA1298" 2 672.471842055622 46 654.692816422326 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5070" "ECA1229" "ECA1298" 3 654.373885040547 39 636.594859407251 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5070" "ECA1229" "ECA1298" 4 683.600964697294 30 665.821939063998 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5070" "ECA1229" "ECA1298" 5 667.817039463043 39 650.038013829747 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5070" "ECA1229" "ECA1298" 6 648.648349776497 23 630.869324143201 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5070" "ECA1229" "ECA1298" 7 651.071005679435 26 633.291980046139 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5071" "ECA1229" "ECA1493" 1 775.709953831879 47 757.930928198583 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5071" "ECA1229" "ECA1493" 2 749.542508415531 65 731.763482782235 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5071" "ECA1229" "ECA1493" 3 720.502041643118 68 702.723016009822 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5071" "ECA1229" "ECA1493" 4 710.066572589094 61 692.287546955798 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5071" "ECA1229" "ECA1493" 5 709.067589276543 51 691.288563643247 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5071" "ECA1229" "ECA1493" 6 687.470521620673 53 669.691495987377 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5071" "ECA1229" "ECA1493" 7 724.112577350476 45 706.33355171718 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5038" "ECA2602" "ECA2367" 4 595.310971560577 44 577.531945927281 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5038" "ECA2602" "ECA2367" 5 568.46933061805 33 550.690304984754 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5038" "ECA2602" "ECA2367" 6 602.125194046696 61 584.3461684134 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5038" "ECA2602" "ECA2367" 7 595.058884306316 61 577.27985867302 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5038" "ECA2602" "ECA2367" 8 604.637394595479 64 586.858368962183 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5039" "ECA2602" "ECA1493" 1 604.070170038541 74 586.291144405245 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5039" "ECA2602" "ECA1493" 2 644.234119089579 66 626.455093456283 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5039" "ECA2602" "ECA1493" 3 608.63468368986 52 590.855658056564 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5039" "ECA2602" "ECA1493" 4 611.932655441085 41 594.153629807789 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5039" "ECA2602" "ECA1493" 5 602.248112256181 44 584.469086622885 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5039" "ECA2602" "ECA1493" 6 565.902797118998 25 548.123771485702 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5039" "ECA2602" "ECA1493" 7 616.929507713493 37 599.150482080197 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5039" "ECA2602" "ECA1493" 8 602.008460238065 39 584.229434604769 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5069" "ECA1229" "ECA2546" 3 677.492464145333 31 659.713438512037 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5058" "ECA1298" "ECA2602" 1 623.791144866694 27 606.012119233398 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5058" "ECA1298" "ECA2602" 2 632.971820080328 31 615.192794447032 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5058" "ECA1298" "ECA2602" 3 626.71678620424 23 608.937760570944 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5058" "ECA1298" "ECA2602" 4 610.529112346488 28 592.750086713192 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5058" "ECA1298" "ECA2602" 5 635.023615947046 18 617.24459031375 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5058" "ECA1298" "ECA2602" 6 614.27994053555 21 596.500914902254 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5058" "ECA1298" "ECA2602" 7 596.586482755241 21 578.807457121945 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG4619" "ECA1229" "ECA1229" 1 688.431764173564 29 670.652738540268 "Matched"
"Zinc" 4262024 17.7790256332959 "QG4619" "ECA1229" "ECA1229" 2 697.182966343754 39 679.403940710458 "Matched"
"Zinc" 4262024 17.7790256332959 "QG4619" "ECA1229" "ECA1229" 3 685.344127191219 25 667.565101557923 "Matched"
"Zinc" 4262024 17.7790256332959 "QG4619" "ECA1229" "ECA1229" 4 669.089558868414 28 651.310533235118 "Matched"
"Zinc" 4262024 17.7790256332959 "QG4619" "ECA1229" "ECA1229" 5 678.245411343798 26 660.466385710502 "Matched"
"Zinc" 4262024 17.7790256332959 "QG4619" "ECA1229" "ECA1229" 6 696.686418600022 13 678.907392966726 "Matched"
"Zinc" 4262024 17.7790256332959 "QG4620" "ECA1229" "ECA2367" 1 698.440964053371 41 680.661938420075 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG4620" "ECA1229" "ECA2367" 2 702.670968261137 57 684.891942627841 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG4620" "ECA1229" "ECA2367" 3 674.615496146193 50 656.836470512897 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG4620" "ECA1229" "ECA2367" 4 685.412301326764 33 667.633275693468 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG4620" "ECA1229" "ECA2367" 5 635.018896979348 9 617.239871346052 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG4620" "ECA1229" "ECA2367" 6 693.683233213799 28 675.904207580503 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG4620" "ECA1229" "ECA2367" 7 668.068153768098 22 650.289128134802 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG4620" "ECA1229" "ECA2367" 8 655.056109568422 22 637.277083935126 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5061" "ECA1298" "ECA1229" 2 631.736241721887 41 613.957216088591 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5061" "ECA1298" "ECA1229" 3 648.226236410199 51 630.447210776903 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5061" "ECA1298" "ECA1229" 4 640.305362275639 27 622.526336642343 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5061" "ECA1298" "ECA1229" 5 590.292171253558 17 572.513145620262 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5061" "ECA1298" "ECA1229" 6 614.300621532674 29 596.521595899378 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5061" "ECA1298" "ECA1229" 7 625.104217121984 22 607.325191488688 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5062" "ECA1298" "ECA2367" 1 658.961103499748 56 641.182077866452 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5062" "ECA1298" "ECA2367" 2 708.004496344534 52 690.225470711238 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5062" "ECA1298" "ECA2367" 3 658.917826672532 64 641.138801039236 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5062" "ECA1298" "ECA2367" 4 694.633394540543 49 676.854368907247 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5078" "ECA1493" "ECA2602" 1 607.358330555973 18 589.579304922677 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5078" "ECA1493" "ECA2602" 2 594.383948848575 18 576.604923215279 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5078" "ECA1493" "ECA2602" 3 595.343879096014 31 577.564853462718 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5078" "ECA1493" "ECA2602" 4 607.889322428961 18 590.110296795665 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5078" "ECA1493" "ECA2602" 5 576.810062602647 38 559.031036969351 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5078" "ECA1493" "ECA2602" 6 608.716906247166 34 590.93788061387 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5078" "ECA1493" "ECA2602" 7 606.143245910194 45 588.364220276898 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5078" "ECA1493" "ECA2602" 8 621.677192269291 30 603.898166635995 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5079" "ECA1493" "ECA2546" 1 561.076862256181 5 543.297836622885 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5079" "ECA1493" "ECA2546" 2 592.889525828439 13 575.110500195143 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5079" "ECA1493" "ECA2546" 3 563.443079597282 20 545.664053963986 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5079" "ECA1493" "ECA2546" 4 582.209240197274 15 564.430214563978 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5079" "ECA1493" "ECA2546" 5 587.430095315768 26 569.651069682472 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5079" "ECA1493" "ECA2546" 6 610.076889257084 19 592.297863623788 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5079" "ECA1493" "ECA2546" 7 572.724594499578 33 554.945568866282 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5080" "ECA1493" "ECA1298" 1 573.450724047398 25 555.671698414102 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5080" "ECA1493" "ECA1298" 2 570.977221703232 18 553.198196069936 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5080" "ECA1493" "ECA1298" 3 593.08344077912 21 575.304415145824 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5080" "ECA1493" "ECA1298" 4 598.893457526992 25 581.114431893696 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5080" "ECA1493" "ECA1298" 5 563.464370318711 22 545.685344685415 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5080" "ECA1493" "ECA1298" 6 546.10841435385 36 528.329388720554 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5080" "ECA1493" "ECA1298" 7 591.335487498414 38 573.556461865118 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5080" "ECA1493" "ECA1298" 8 550.437410048202 34 532.658384414906 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5081" "ECA1493" "ECA1229" 1 574.371203581185 6 556.592177947889 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5081" "ECA1493" "ECA1229" 2 566.499242952662 18 548.720217319366 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5081" "ECA1493" "ECA1229" 3 569.587395113617 11 551.808369480321 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5081" "ECA1493" "ECA1229" 4 562.857889467429 14 545.078863834133 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5081" "ECA1493" "ECA1229" 5 563.833137786698 15 546.054112153402 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5081" "ECA1493" "ECA1229" 6 551.332880832781 5 533.553855199485 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5081" "ECA1493" "ECA1229" 7 564.298543125964 13 546.519517492668 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5082" "ECA1493" "ECA2367" 1 565.884281253459 24 548.105255620163 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5082" "ECA1493" "ECA2367" 2 572.299501475047 24 554.520475841751 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5082" "ECA1493" "ECA2367" 3 561.299160829795 24 543.520135196499 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5082" "ECA1493" "ECA2367" 4 613.294028105353 27 595.515002472057 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5082" "ECA1493" "ECA2367" 5 595.587500599288 33 577.808474965992 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5082" "ECA1493" "ECA2367" 6 615.202140910237 36 597.423115276941 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5082" "ECA1493" "ECA2367" 7 596.14234910269 39 578.363323469394 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5082" "ECA1493" "ECA2367" 8 617.209005530878 33 599.429979897582 "Mismatched"
"Zinc" 4262024 17.7790256332959 "QG5083" "ECA1493" "ECA1493" 1 561.259162940045 26 543.480137306749 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5083" "ECA1493" "ECA1493" 2 576.474686236432 25 558.695660603136 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5083" "ECA1493" "ECA1493" 3 566.99152882393 27 549.212503190634 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5083" "ECA1493" "ECA1493" 4 579.22198382553 34 561.442958192234 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5083" "ECA1493" "ECA1493" 5 562.974730345474 31 545.195704712178 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5083" "ECA1493" "ECA1493" 6 608.090688093391 59 590.311662460095 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5083" "ECA1493" "ECA1493" 7 599.190296425357 58 581.411270792061 "Matched"
"Zinc" 4262024 17.7790256332959 "QG5083" "ECA1493" "ECA1493" 8 583.039568232906 51 565.26054259961 "Matched"
"Zinc" 5102024 11.7672714965129 "QG5085" "ECA2367" "ECA2546" 1 657.232622454962 22 645.465350958449 "Mismatched"
"Zinc" 5102024 11.7672714965129 "QG5085" "ECA2367" "ECA2546" 2 628.142434167158 19 616.375162670645 "Mismatched"
"Zinc" 5102024 11.7672714965129 "QG5085" "ECA2367" "ECA2546" 3 636.166759235528 23 624.399487739015 "Mismatched"
"Zinc" 5102024 11.7672714965129 "QG5085" "ECA2367" "ECA2546" 4 692.790583885627 19 681.023312389114 "Mismatched"
"Zinc" 5102024 11.7672714965129 "QG5085" "ECA2367" "ECA2546" 5 615.905264727179 7 604.137993230666 "Mismatched"
"Zinc" 5102024 11.7672714965129 "QG5085" "ECA2367" "ECA2546" 6 654.97708382553 10 643.209812329017 "Mismatched"
"Zinc" 5102024 11.7672714965129 "QG5085" "ECA2367" "ECA2546" 7 621.598941962272 11 609.831670465759 "Mismatched"
"Zinc" 5102024 11.7672714965129 "QG5085" "ECA2367" "ECA2546" 8 608.807625726748 14 597.040354230235 "Mismatched"
"Zinc" 5102024 11.7672714965129 "QG5086" "ECA2367" "ECA1298" 1 600.279561935373 24 588.51229043886 "Mismatched"
"Zinc" 5102024 11.7672714965129 "QG5086" "ECA2367" "ECA1298" 2 619.603900076577 15 607.836628580064 "Mismatched"
"Zinc" 5102024 11.7672714965129 "QG5086" "ECA2367" "ECA1298" 3 677.545255083474 26 665.777983586961 "Mismatched"
"Zinc" 5102024 11.7672714965129 "QG5086" "ECA2367" "ECA1298" 4 632.156529780425 26 620.389258283912 "Mismatched"
"Zinc" 5102024 11.7672714965129 "QG5086" "ECA2367" "ECA1298" 5 609.933498748308 21 598.166227251795 "Mismatched"
"Zinc" 5102024 11.7672714965129 "QG5086" "ECA2367" "ECA1298" 6 576.329694736964 20 564.562423240451 "Mismatched"
"Zinc" 5102024 11.7672714965129 "QG5086" "ECA2367" "ECA1298" 7 485.715277740323 12 473.94800624381 "Mismatched"
"Zinc" 5102024 11.7672714965129 "QG5086" "ECA2367" "ECA1298" 8 564.723453936437 16 552.956182439924 "Mismatched"
"Zinc" 5102024 11.7672714965129 "QG5087" "ECA2367" "ECA1493" 1 672.825450238153 15 661.05817874164 "Mismatched"
"Zinc" 5102024 11.7672714965129 "QG5087" "ECA2367" "ECA1493" 2 681.353694066154 15 669.586422569641 "Mismatched"
"Zinc" 5102024 11.7672714965129 "QG5087" "ECA2367" "ECA1493" 3 679.743883765434 15 667.976612268921 "Mismatched"
"Zinc" 5102024 11.7672714965129 "QG5087" "ECA2367" "ECA1493" 4 637.790784467472 11 626.023512970959 "Mismatched"
"Zinc" 5102024 11.7672714965129 "QG5087" "ECA2367" "ECA1493" 5 638.471942424702 19 626.704670928189 "Mismatched"
"Zinc" 5102024 11.7672714965129 "QG5087" "ECA2367" "ECA1493" 6 618.66813351851 9 606.900862021997 "Mismatched"
