"Condition" "Strain" "Nuclear" "Mito" "Replicate" "Batch" "WORMLENGTH" "Status"
"Zinc" "QG5079" "ECA1493" "ECA2546" "H04" 4262024 624.615984467472 "Mismatched"
"Zinc" "QG5079" "ECA1493" "ECA2546" "H04" 4262024 625.019769305414 "Mismatched"
"Zinc" "QG5079" "ECA1493" "ECA2546" "H04" 4262024 623.400568200713 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "A02" 4262024 605.894035633598 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "A02" 4262024 526.081641962271 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "A02" 4262024 591.099659957026 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "A02" 4262024 582.902603501668 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "A02" 4262024 579.315130465666 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "A02" 4262024 573.450724047398 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "A02" 4262024 524.37487418621 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "A02" 4262024 585.598041296738 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "A02" 4262024 525.992627485978 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "A02" 4262024 610.416547185307 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "A02" 4262024 605.321936571355 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "A02" 4262024 609.189049222881 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "A02" 4262024 559.615609570452 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "A02" 4262024 571.816691026043 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "A02" 4262024 551.920508415531 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "A02" 4262024 521.046895815655 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "A02" 4262024 624.930382721933 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "A02" 4262024 596.726840719351 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "B02" 4262024 575.319202309842 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "B02" 4262024 586.727965545937 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "B02" 4262024 584.086329222745 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "B02" 4262024 573.974289136892 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "B02" 4262024 571.928544834501 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "B02" 4262024 572.107563452066 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "B02" 4262024 570.025898571962 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "B02" 4262024 517.147925135172 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "B02" 4262024 558.58823061805 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "B02" 4262024 507.909510152298 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "B02" 4262024 566.584567539639 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "B02" 4262024 624.219135869317 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "B02" 4262024 553.579612884233 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "B02" 4262024 598.873464761787 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "B02" 4262024 624.614351887108 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "B02" 4262024 531.924232363589 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "C02" 4262024 565.929775147782 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "C02" 4262024 567.841541934041 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "C02" 4262024 597.701274888249 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "C02" 4262024 593.08344077912 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "C02" 4262024 575.956844135909 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "C02" 4262024 603.563928728899 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "C02" 4262024 581.579185017029 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "C02" 4262024 565.979296859156 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "C02" 4262024 615.628554960214 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "C02" 4262024 618.655657526992 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "C02" 4262024 603.446192189737 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "C02" 4262024 528.17330909951 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "C02" 4262024 615.970685502201 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "C02" 4262024 605.88391018449 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "C02" 4262024 568.431911187027 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "C02" 4262024 562.382248441615 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "C02" 4262024 613.604665309025 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "C02" 4262024 522.713502490456 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "D02" 4262024 598.457163452066 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "D02" 4262024 610.950514360064 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "D02" 4262024 529.15060593576 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "D02" 4262024 613.07279714723 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "D02" 4262024 601.166371835404 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "D02" 4262024 612.273932844702 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "D02" 4262024 569.584327020362 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "D02" 4262024 601.737364145333 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "D02" 4262024 511.540126410285 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "D02" 4262024 555.694120886442 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "D02" 4262024 599.213052015883 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "D02" 4262024 565.862957346377 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "D02" 4262024 628.352182601741 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "D02" 4262024 600.984217251752 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "D02" 4262024 583.758431661551 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "D02" 4262024 598.893457526992 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "D02" 4262024 599.408363992948 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "D02" 4262024 578.004174334633 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "D02" 4262024 617.73771204145 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "E02" 4262024 564.681498121535 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "E02" 4262024 540.437901187113 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "E02" 4262024 514.844189750931 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "E02" 4262024 582.065523265479 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "E02" 4262024 562.247242515888 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "E02" 4262024 582.484821994328 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "E02" 4262024 602.122058080608 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "E02" 4262024 520.856116831061 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "E02" 4262024 546.229251522036 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "E02" 4262024 591.228475461323 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "E02" 4262024 612.403852906459 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "E02" 4262024 590.817119731522 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "E02" 4262024 619.170563992948 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "E02" 4262024 612.201211727909 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "E02" 4262024 586.150787226234 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "E02" 4262024 555.328808988605 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "F02" 4262024 591.057078514168 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "F02" 4262024 597.285044252655 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "F02" 4262024 557.973941240774 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "F02" 4262024 554.696487312125 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "F02" 4262024 591.480189516618 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "F02" 4262024 532.06135094019 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "F02" 4262024 536.482134132549 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "F02" 4262024 570.061491225131 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "F02" 4262024 612.313772617324 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "F02" 4262024 612.18945136088 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "F02" 4262024 607.759808411472 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "F02" 4262024 604.721832997087 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "F02" 4262024 519.808652979704 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "F02" 4262024 597.821753097647 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "F02" 4262024 557.158989806641 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "F02" 4262024 616.801407833684 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "F02" 4262024 535.760523939287 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "F02" 4262024 609.720201760188 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "F02" 4262024 537.520341395574 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "G02" 4262024 628.121242515888 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "G02" 4262024 607.978507861915 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "G02" 4262024 601.534430497858 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "G02" 4262024 592.759732693094 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "G02" 4262024 551.064526410285 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "G02" 4262024 510.470903783345 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "G02" 4262024 537.808688583276 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "G02" 4262024 589.911242303734 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "G02" 4262024 513.417215435757 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "G02" 4262024 521.848501788418 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "G02" 4262024 511.57440478084 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "G02" 4262024 545.438368963174 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "G02" 4262024 535.129277960551 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "G02" 4262024 608.286412657905 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "G02" 4262024 566.065890993851 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "G02" 4262024 597.637558830335 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "G02" 4262024 610.916235989509 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "G02" 4262024 527.303262288373 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "G02" 4262024 600.663941360966 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "G02" 4262024 568.931599991228 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "G02" 4262024 601.731481414628 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "G02" 4262024 608.478517994754 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "G02" 4262024 567.222564988116 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "G02" 4262024 582.112282721933 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "H02" 4262024 606.315037153201 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "H02" 4262024 621.003011307219 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "H02" 4262024 531.775319197364 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "H02" 4262024 576.56262501498 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "H02" 4262024 552.513624433134 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "H02" 4262024 548.142021038827 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "H02" 4262024 598.668721500481 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "H02" 4262024 625.898852649381 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "H02" 4262024 521.667840963695 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "H02" 4262024 597.116067647097 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "H02" 4262024 546.006935837124 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "H02" 4262024 521.421226410285 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "H02" 4262024 533.134773724556 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "H02" 4262024 553.824259235528 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "H02" 4262024 561.800282063274 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "H02" 4262024 533.90127413508 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "H02" 4262024 578.107335869316 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "H02" 4262024 614.828705976725 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "H02" 4262024 604.637351513265 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "H02" 4262024 570.11029608621 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "H02" 4262024 510.307067045792 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "H02" 4262024 548.361195663271 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "H02" 4262024 597.541310383577 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "H02" 4262024 535.623405362686 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "H02" 4262024 581.55165375265 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "H02" 4262024 531.031009824298 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "H02" 4262024 606.177202952111 "Mismatched"
"Zinc" "QG5080" "ECA1493" "ECA1298" "H02" 4262024 611.215411487834 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "A05" 4262024 651.799048469192 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "A05" 4262024 594.875726992131 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "A05" 4262024 609.252049656306 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "A05" 4262024 562.681116249215 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "A05" 4262024 559.424114961368 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "A05" 4262024 566.821779557668 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "A05" 4262024 609.547060778947 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "A05" 4262024 605.935523087114 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "A05" 4262024 604.160180712589 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "A05" 4262024 579.849597866038 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "A05" 4262024 580.295755055994 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "A05" 4262024 566.787501187113 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "A05" 4262024 594.235462316604 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "A05" 4262024 564.604310383577 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "A05" 4262024 564.981061319805 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "A05" 4262024 543.828558662454 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "A05" 4262024 593.939422784366 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "B05" 4262024 546.557812435555 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "B05" 4262024 603.697911339411 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "B05" 4262024 604.710393958696 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "B05" 4262024 598.266384467472 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "B05" 4262024 573.992853285017 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "B05" 4262024 553.737665100834 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "B05" 4262024 585.131745568732 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "B05" 4262024 558.610032997087 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "B05" 4262024 629.976207833685 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "B05" 4262024 594.150980832781 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "B05" 4262024 584.206584755856 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "B05" 4262024 608.73023714443 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "B05" 4262024 570.606149665077 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "B05" 4262024 638.607613196371 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "B05" 4262024 569.211714780753 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "B05" 4262024 606.791492329387 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "C05" 4262024 589.915984283052 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "C05" 4262024 615.810727593436 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "C05" 4262024 568.25188983893 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "C05" 4262024 615.950587840273 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "C05" 4262024 558.313993464849 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "C05" 4262024 548.033015259946 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "C05" 4262024 594.478878393975 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "C05" 4262024 602.63037128575 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "C05" 4262024 621.823703673919 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "C05" 4262024 542.275294081303 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "C05" 4262024 543.30954820536 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "C05" 4262024 604.225601487612 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "C05" 4262024 560.023174986602 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "C05" 4262024 631.913915695599 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "C05" 4262024 561.515576672705 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "C05" 4262024 650.965584467472 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "C05" 4262024 561.082744986885 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "C05" 4262024 545.060902402457 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "D05" 4262024 588.487409049028 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "D05" 4262024 651.986691487698 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "D05" 4262024 630.46900263919 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "D05" 4262024 604.276520225368 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "D05" 4262024 559.617057375384 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "D05" 4262024 613.26461308495 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "D05" 4262024 617.76972391577 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "D05" 4262024 613.294028105353 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "D05" 4262024 604.13145864972 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "D05" 4262024 584.463795783463 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "D05" 4262024 634.100235869317 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "D05" 4262024 638.54667303129 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "D05" 4262024 594.619132936664 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "D05" 4262024 547.050239532237 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "D05" 4262024 623.332011459603 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "D05" 4262024 596.782613778217 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "D05" 4262024 577.051234854046 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "D05" 4262024 583.115746644425 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "E05" 4262024 596.263066960586 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "E05" 4262024 599.074194499578 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "E05" 4262024 584.120286264663 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "E05" 4262024 560.196965221026 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "E05" 4262024 589.18061850806 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "E05" 4262024 599.736261554142 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "E05" 4262024 634.16605094019 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "E05" 4262024 586.49604077912 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "E05" 4262024 542.007871715212 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "E05" 4262024 549.350838950391 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "E05" 4262024 588.091276075362 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "E05" 4262024 631.48494706193 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "E05" 4262024 541.099968241678 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "E05" 4262024 595.343879096014 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "E05" 4262024 648.661849083231 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "E05" 4262024 630.300969428791 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "E05" 4262024 548.86472012705 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "E05" 4262024 608.849712623296 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "E05" 4262024 607.654547863828 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "E05" 4262024 600.036152676957 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "E05" 4262024 595.587500599288 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "E05" 4262024 627.621553711686 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "F05" 4262024 591.122177960552 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "F05" 4262024 593.91690478084 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "F05" 4262024 584.28164119981 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "F05" 4262024 610.439065188833 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "F05" 4262024 567.277776998671 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "F05" 4262024 619.965216631642 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "F05" 4262024 558.813287973199 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "F05" 4262024 622.79529752023 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "F05" 4262024 542.835458080608 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "F05" 4262024 571.744671895827 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "F05" 4262024 570.529971253558 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "F05" 4262024 609.094152015883 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "F05" 4262024 631.92325572103 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "F05" 4262024 610.139174066019 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "F05" 4262024 592.592770671712 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "F05" 4262024 626.308177239055 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "F05" 4262024 623.672692703042 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "F05" 4262024 648.895925135172 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "F05" 4262024 543.306746150578 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "G05" 4262024 585.89907317094 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "G05" 4262024 616.236298254461 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "G05" 4262024 616.51776278222 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "G05" 4262024 560.754131801202 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "G05" 4262024 625.192854413724 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "G05" 4262024 586.399083303779 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "G05" 4262024 606.272421487747 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "G05" 4262024 596.14234910269 "Mismatched"
