"Condition" "Strain" "Nuclear" "Mito" "Replicate" "Batch" "WORMLENGTH" "Status"
"Zinc" "QG5082" "ECA1493" "ECA2367" "G05" 4262024 591.188314360063 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "G05" 4262024 618.70829461977 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "G05" 4262024 654.433601981842 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "G05" 4262024 563.845613778217 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "G05" 4262024 573.856912670985 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "G05" 4262024 594.269740687159 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "G05" 4262024 545.139193464849 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "G05" 4262024 609.423125274822 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "G05" 4262024 553.930235407662 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "G05" 4262024 580.720282167984 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "G05" 4262024 647.289932202433 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "G05" 4262024 577.884698855766 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "G05" 4262024 618.805252095111 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "G05" 4262024 641.7950156956 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "G05" 4262024 606.195561674334 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "G05" 4262024 644.537426751747 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "G05" 4262024 593.251701760188 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "G05" 4262024 553.028209570451 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "G05" 4262024 555.251233550703 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "G05" 4262024 572.578851522036 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "G05" 4262024 567.355746732425 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "H05" 4262024 572.372781908474 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "H05" 4262024 597.263228235705 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "H05" 4262024 545.600747213537 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "H05" 4262024 612.337327573978 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "H05" 4262024 595.158279980608 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "H05" 4262024 650.631414974102 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "H05" 4262024 631.431188587238 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "H05" 4262024 617.209005530878 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "H05" 4262024 552.250574541642 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "H05" 4262024 617.87483061805 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "H05" 4262024 586.059184925068 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "H05" 4262024 549.756311949488 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "H05" 4262024 575.210484467472 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "H05" 4262024 609.943707512775 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "H05" 4262024 626.970244293619 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "H05" 4262024 629.791838334336 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "H05" 4262024 549.563112623296 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "H05" 4262024 583.396255729801 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "H05" 4262024 573.877331661551 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "H05" 4262024 613.781944986886 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "H05" 4262024 632.986360848919 "Mismatched"
"Zinc" "QG5082" "ECA1493" "ECA2367" "H05" 4262024 610.117050358343 "Mismatched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "A03" 4262024 560.87047131398 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "A03" 4262024 604.778629371168 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "A03" 4262024 592.575127573978 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "A03" 4262024 534.890535028011 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "A03" 4262024 633.718349975584 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "A03" 4262024 537.998444252655 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "A03" 4262024 528.66997784036 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "A03" 4262024 556.521707251838 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "A03" 4262024 627.940826871939 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "A03" 4262024 555.060454566109 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "A03" 4262024 537.655650358343 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "A03" 4262024 607.207328669129 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "A03" 4262024 593.921745464036 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "A03" 4262024 561.647854566109 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "A03" 4262024 585.493921500481 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "A03" 4262024 603.46593430043 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "A03" 4262024 557.52517117433 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "B03" 4262024 587.657402342034 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "B03" 4262024 545.935243129926 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "B03" 4262024 624.712941942813 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "B03" 4262024 628.321040197274 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "B03" 4262024 535.594306861319 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "B03" 4262024 600.778541934041 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "B03" 4262024 542.684840197274 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "B03" 4262024 599.568000573075 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "B03" 4262024 581.92598434728 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "B03" 4262024 545.101452705188 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "B03" 4262024 568.389008415531 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "B03" 4262024 580.40793528747 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "B03" 4262024 585.188541942813 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "B03" 4262024 620.47980176896 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "B03" 4262024 576.474686236432 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "B03" 4262024 633.658237960664 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "B03" 4262024 558.391240978207 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "B03" 4262024 565.223408295339 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "C03" 4262024 575.347603044072 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "C03" 4262024 631.671536571355 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "C03" 4262024 595.121563411102 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "C03" 4262024 566.99152882393 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "C03" 4262024 630.829053872843 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "C03" 4262024 624.565065729715 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "C03" 4262024 594.173498836307 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "C03" 4262024 528.444933248183 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "C03" 4262024 547.673868934944 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "C03" 4262024 561.002422784366 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "C03" 4262024 555.251233550703 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "C03" 4262024 627.481693464849 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "C03" 4262024 594.638514974102 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "C03" 4262024 605.92407128575 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "C03" 4262024 530.86531671087 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "C03" 4262024 551.801032936664 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "C03" 4262024 560.785989830158 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "D03" 4262024 531.33660478084 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "D03" 4262024 562.20394544854 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "D03" 4262024 618.936487941006 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "D03" 4262024 590.739544293619 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "D03" 4262024 591.178974334633 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "D03" 4262024 544.73614080735 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "D03" 4262024 613.327292189736 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "D03" 4262024 619.962239407424 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "D03" 4262024 605.202461092488 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "D03" 4262024 583.493213205143 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "D03" 4262024 588.245029924784 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "D03" 4262024 575.344467077985 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "D03" 4262024 542.713235837124 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "D03" 4262024 606.163703645377 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "D03" 4262024 618.53101494191 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "D03" 4262024 598.285050880421 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "D03" 4262024 583.099500573075 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "E03" 4262024 643.750395783463 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "E03" 4262024 529.994827573978 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "E03" 4262024 618.059726871939 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "E03" 4262024 589.290051974919 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "E03" 4262024 562.974730345474 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "E03" 4262024 526.557737065202 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "E03" 4262024 590.620068814753 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "E03" 4262024 626.619828728899 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "E03" 4262024 617.375141813849 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "E03" 4262024 607.180324961282 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "E03" 4262024 607.400220304596 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "E03" 4262024 573.457656494203 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "E03" 4262024 596.444364923601 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "E03" 4262024 641.255881414628 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "E03" 4262024 524.612086204239 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "E03" 4262024 591.071961209372 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "E03" 4262024 564.23344367958 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "E03" 4262024 572.606857960416 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "E03" 4262024 622.62978330378 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 583.039568232906 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 593.682828728899 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 600.336544025388 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 573.320525154631 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 569.616185049319 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 569.690624521133 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 569.43057317094 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 628.431496979348 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 627.847005362686 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 635.13663351851 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 567.091136710697 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 616.236298254461 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 570.31574367165 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 641.009329371168 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 628.248725423556 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 549.768787941007 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 585.228703044073 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 588.345512299182 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 604.225995783463 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 583.821110766337 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 528.872911487833 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 592.677252155534 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 549.86260945026 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 573.201610400533 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 625.158248118625 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 618.78872318163 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 600.447508406759 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 563.533962288373 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 547.504892329387 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 639.791492762811 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 543.112831199896 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 571.563232936664 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 614.703347767154 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 550.961686204239 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 622.889119029483 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 546.962622082327 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 619.613764113794 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 585.757901672377 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 588.288326992131 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 605.265140197274 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 555.973733171052 "Matched"
"Zinc" "QG5083" "ECA1493" "ECA1493" "H03" 4262024 544.930055758032 "Matched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "A02" 2012021 629.051663992948 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "A02" 2012021 648.470354474147 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "A02" 2012021 733.325011940717 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "A02" 2012021 609.405803505727 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "A02" 2012021 666.245664289737 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "A02" 2012021 619.572901025957 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "A02" 2012021 669.375398361635 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "B02" 2012021 640.586929475241 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "B02" 2012021 682.63215567802 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "B02" 2012021 664.756018488601 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "B02" 2012021 735.696693338301 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "B02" 2012021 677.39792701159 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "B02" 2012021 661.464417979607 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "B02" 2012021 713.851013885951 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "B02" 2012021 611.515623939287 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "C02" 2012021 718.138351520814 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "C02" 2012021 702.939644012271 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "C02" 2012021 647.549273022518 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "C02" 2012021 645.231844041084 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "C02" 2012021 660.270817251752 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "C02" 2012021 709.419985196906 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "C02" 2012021 677.502827485978 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "C02" 2012021 703.675829210012 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "D02" 2012021 668.272715575408 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "D02" 2012021 714.268917903439 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "D02" 2012021 681.595713117143 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "D02" 2012021 718.052546170038 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "D02" 2012021 684.310804231187 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "D02" 2012021 676.077361630063 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "D02" 2012021 666.312168381328 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "D02" 2012021 695.15974004489 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "D02" 2012021 658.523567045793 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "E02" 2012021 604.319163928825 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "E02" 2012021 660.717868963175 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "E02" 2012021 608.136726830975 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "E02" 2012021 693.580750819998 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "E02" 2012021 729.748314245762 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "E02" 2012021 679.649346631692 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "E02" 2012021 682.247319619368 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "E02" 2012021 741.238349419304 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "E02" 2012021 712.342602629775 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "E02" 2012021 704.210117713406 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "E02" 2012021 733.54600674711 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "F02" 2012021 612.714667284674 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "F02" 2012021 693.995717689889 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "F02" 2012021 701.390131219355 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "F02" 2012021 637.445329781074 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "F02" 2012021 713.556318482245 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "F02" 2012021 746.160475341132 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "F02" 2012021 689.580971073597 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "F02" 2012021 697.435387480007 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "F02" 2012021 687.641575050526 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "F02" 2012021 733.105150819998 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "F02" 2012021 723.572011820525 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "F02" 2012021 652.849953250032 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "G02" 2012021 699.365829222746 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "G02" 2012021 712.184617325637 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "G02" 2012021 746.091918600022 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "G02" 2012021 617.971788093391 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "G02" 2012021 661.338064836489 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "G02" 2012021 706.179683604278 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "G02" 2012021 716.585804080457 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "G02" 2012021 647.683361992371 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "H02" 2012021 630.918389677774 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "H02" 2012021 723.776003582224 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "H02" 2012021 659.545039638745 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "H02" 2012021 670.414394037924 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "H02" 2012021 702.535844899237 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "H02" 2012021 675.245525135172 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "H02" 2012021 685.585758542262 "Mismatched"
"Zinc" "QG4338" "ECA1298" "ECA2602" "H02" 2012021 738.160795494746 "Mismatched"
"Zinc" "QG4341" "ECA1298" "ECA2546" "A03" 2012021 634.332132064401 "Mismatched"
"Zinc" "QG4341" "ECA1298" "ECA2546" "A03" 2012021 676.852199469805 "Mismatched"
"Zinc" "QG4341" "ECA1298" "ECA2546" "A03" 2012021 640.53009830215 "Mismatched"
"Zinc" "QG4341" "ECA1298" "ECA2546" "A03" 2012021 633.208558233571 "Mismatched"
"Zinc" "QG4341" "ECA1298" "ECA2546" "A03" 2012021 644.919739090042 "Mismatched"
"Zinc" "QG4341" "ECA1298" "ECA2546" "B03" 2012021 571.445496397502 "Mismatched"
"Zinc" "QG4341" "ECA1298" "ECA2546" "B03" 2012021 559.75995552161 "Mismatched"
"Zinc" "QG4341" "ECA1298" "ECA2546" "B03" 2012021 633.409118827339 "Mismatched"
"Zinc" "QG4341" "ECA1298" "ECA2546" "B03" 2012021 559.69910581941 "Mismatched"
"Zinc" "QG4341" "ECA1298" "ECA2546" "B03" 2012021 616.147965180061 "Mismatched"
"Zinc" "QG4341" "ECA1298" "ECA2546" "D03" 2012021 672.196650286152 "Mismatched"
"Zinc" "QG4341" "ECA1298" "ECA2546" "D03" 2012021 639.429896409321 "Mismatched"
"Zinc" "QG4341" "ECA1298" "ECA2546" "D03" 2012021 611.449487539775 "Mismatched"
"Zinc" "QG4341" "ECA1298" "ECA2546" "D03" 2012021 564.148246571268 "Mismatched"
"Zinc" "QG4341" "ECA1298" "ECA2546" "E03" 2012021 652.669216277446 "Mismatched"
"Zinc" "QG4341" "ECA1298" "ECA2546" "E03" 2012021 677.791639643658 "Mismatched"
"Zinc" "QG4341" "ECA1298" "ECA2546" "E03" 2012021 677.329691599118 "Mismatched"
"Zinc" "QG4341" "ECA1298" "ECA2546" "E03" 2012021 637.397071835405 "Mismatched"
"Zinc" "QG4341" "ECA1298" "ECA2546" "F03" 2012021 599.504284515161 "Mismatched"
"Zinc" "QG4341" "ECA1298" "ECA2546" "F03" 2012021 623.419950238152 "Mismatched"
"Zinc" "QG4341" "ECA1298" "ECA2546" "F03" 2012021 603.863425555862 "Mismatched"
"Zinc" "QG4341" "ECA1298" "ECA2546" "F03" 2012021 596.087612996951 "Mismatched"
"Zinc" "QG4341" "ECA1298" "ECA2546" "F03" 2012021 629.905144145851 "Mismatched"
"Zinc" "QG4341" "ECA1298" "ECA2546" "G03" 2012021 638.583698166461 "Mismatched"
"Zinc" "QG4341" "ECA1298" "ECA2546" "G03" 2012021 559.883248368458 "Mismatched"
"Zinc" "QG4341" "ECA1298" "ECA2546" "H03" 2012021 682.918108286567 "Mismatched"
"Zinc" "QG4341" "ECA1298" "ECA2546" "H03" 2012021 649.853008406759 "Mismatched"
"Zinc" "QG4341" "ECA1298" "ECA2546" "H03" 2012021 580.906582044163 "Mismatched"
"Zinc" "QG4341" "ECA1298" "ECA2546" "H03" 2012021 610.626708207339 "Mismatched"
"Zinc" "QG4341" "ECA1298" "ECA2546" "H03" 2012021 598.545783632508 "Mismatched"
"Zinc" "QG4343" "ECA1298" "ECA1298" "A12" 2012021 671.895028761092 "Matched"
"Zinc" "QG4343" "ECA1298" "ECA1298" "A12" 2012021 634.202008322634 "Matched"
"Zinc" "QG4343" "ECA1298" "ECA1298" "A12" 2012021 598.999039403274 "Matched"
"Zinc" "QG4343" "ECA1298" "ECA1298" "A12" 2012021 690.667264145333 "Matched"
"Zinc" "QG4343" "ECA1298" "ECA1298" "A12" 2012021 685.807148821924 "Matched"
"Zinc" "QG4343" "ECA1298" "ECA1298" "A12" 2012021 706.606212526876 "Matched"
"Zinc" "QG4343" "ECA1298" "ECA1298" "A12" 2012021 705.203075863593 "Matched"
"Zinc" "QG4343" "ECA1298" "ECA1298" "B12" 2012021 571.382817292716 "Matched"
"Zinc" "QG4343" "ECA1298" "ECA1298" "B12" 2012021 601.41803860255 "Matched"
"Zinc" "QG4343" "ECA1298" "ECA1298" "B12" 2012021 680.511926992131 "Matched"
